customer_id,mean_purchase_cycle,median_purchase_cycle
28799,19.0,17.0
28803,528.0,528.0
28804,73.0,73.0
28806,40.0,40.0
28809,78.0,78.0
28811,59.0,59.0
28817,196.0,196.0
28819,108.0,108.0
28820,34.0,34.0
28827,230.0,230.0
28832,67.0,67.0
28836,52.0,50.0
28838,377.0,377.0
28840,42.0,42.0
28844,46.0,46.5
28845,242.0,242.0
28846,46.0,46.0
28851,22.0,22.0
28852,11.0,11.0
28853,20.0,20.0
28854,398.0,398.0
28856,18.0,18.0
28859,188.0,188.0
28867,7.0,7.0
28868,18.0,18.0
28876,56.0,56.0
28878,153.0,153.0
28880,119.0,119.0
28883,212.0,212.0
28884,15.0,15.0
28885,620.0,620.0
28886,79.0,74.0
28889,1078.0,1078.0
28890,412.0,412.0
28893,406.0,406.0
28896,183.0,110.0
28897,22.0,21.0
28898,145.0,145.0
28900,79.0,79.0
28901,77.0,67.0
28902,9.0,8.0
28905,142.0,112.0
28908,10.0,8.0
28911,12.0,11.5
28913,30.0,30.0
28914,182.0,182.0
28918,19.0,19.0
28919,27.0,25.0
28921,50.0,50.0
28929,90.0,79.0
28930,3.0,3.0
28933,59.0,57.0
28937,32.0,32.0
28940,6.0,6.0
28941,48.0,48.0
28942,18.0,18.0
28943,39.0,38.0
28946,88.0,88.0
28950,13.0,13.0
28953,52.0,50.0
28954,346.0,346.0
28955,75.0,75.0
28957,6.0,6.0
28958,15.0,15.0
28962,224.0,224.5
28965,31.0,31.0
28966,95.0,95.0
28969,52.0,42.0
28974,228.0,228.0
28975,77.0,72.0
28977,32.0,32.0
28981,51.0,51.0
28984,186.0,186.0
28986,13.0,13.0
28988,346.0,346.5
28990,53.0,53.0
28991,243.0,243.0
28998,86.0,80.0
29002,5.0,5.0
29009,33.0,32.0
29013,147.0,147.0
29015,442.0,442.5
29020,52.0,52.0
29021,7.0,7.0
29025,21.0,20.0
29029,187.0,187.0
29030,84.0,84.0
29032,207.0,207.0
29033,355.0,355.0
29034,96.0,96.0
29035,158.0,158.0
29036,17.0,17.0
29037,369.0,369.0
29039,177.0,177.0
29040,20.0,18.0
29044,77.0,77.0
29046,51.0,51.0
29048,551.0,551.0
29051,10.0,10.0
29053,11.0,11.0
29054,41.0,37.0
29055,42.0,42.0
29056,16.0,16.0
29057,367.0,367.0
29058,570.0,570.0
29063,247.0,247.0
29066,142.0,142.0
29074,57.0,55.0
29075,35.0,32.0
29077,11.0,11.0
29079,343.0,286.0
29080,57.0,57.0
29082,116.0,116.0
29084,251.0,251.0
29085,159.0,159.0
29086,63.0,63.0
29088,348.0,348.0
29090,15.0,15.0
29093,37.0,37.0
29095,6.0,6.0
29098,124.0,124.0
29099,27.0,25.0
29100,543.0,543.0
29101,191.0,191.0
29104,290.0,290.0
29105,28.0,25.0
29106,193.0,158.0
29108,32.0,27.0
29112,20.0,20.0
29113,397.0,397.0
29114,53.0,53.0
29117,21.0,21.0
29120,198.0,198.0
29125,167.0,167.0
29127,78.0,78.5
29128,44.0,44.0
29131,29.0,29.0
29132,142.0,142.0
29135,238.0,238.0
29140,14.0,14.0
29145,133.0,133.0
29146,18.0,18.0
29153,13.0,12.0
29161,340.0,284.0
29163,46.0,46.0
29164,55.0,55.0
29165,53.0,53.0
29168,14.0,14.0
29170,48.0,45.0
29171,4.0,4.0
29172,662.0,662.0
29178,102.0,102.0
29179,12.0,12.0
29180,30.0,30.0
29188,73.0,73.0
29193,336.0,336.0
29197,254.0,191.0
29198,168.0,168.0
29199,75.0,75.0
29201,22.0,20.0
29203,45.0,44.0
29204,52.0,52.0
29206,69.0,69.0
29207,40.0,38.0
29209,154.0,154.0
29212,115.0,115.0
29213,352.0,352.0
29215,11.0,11.0
29219,46.0,46.0
29224,37.0,36.0
29225,112.0,112.0
29226,48.0,36.0
29227,45.0,39.0
29229,347.0,347.0
29230,285.0,285.0
29232,18.0,17.0
29237,9.0,9.0
29240,4.0,4.0
29259,62.0,62.0
29261,434.0,433.5
29262,640.0,640.0
29263,556.0,556.0
29264,18.0,18.0
29266,189.0,189.0
29268,89.0,70.0
29269,140.0,140.0
29270,472.0,472.0
29271,32.0,32.0
29273,609.0,609.0
29277,74.0,74.0
29278,28.0,28.0
29279,154.0,154.0
29280,26.0,26.0
29282,189.0,189.0
29286,53.0,53.0
29287,80.0,80.0
29288,99.0,99.0
29291,72.0,72.0
29293,102.0,85.0
29296,83.0,83.0
29297,198.0,198.0
29298,228.0,273.0
29302,406.0,406.0
29303,53.0,53.0
29304,32.0,30.0
29305,66.0,66.0
29308,360.0,360.0
29311,234.0,234.0
29316,280.0,280.0
29317,31.0,31.0
29319,483.0,483.0
29325,128.0,128.5
29327,104.0,104.0
29329,80.0,70.0
29333,254.0,254.0
29336,27.0,27.0
29337,168.0,168.0
29338,48.0,44.0
29339,95.0,76.0
29345,18.0,18.0
29349,57.0,54.0
29350,121.0,121.0
29353,26.0,26.0
29354,28.0,27.0
29355,270.0,270.0
29357,60.0,60.0
29359,98.0,98.0
29360,35.0,24.0
29361,272.0,272.0
29368,1030.0,1030.0
29371,90.0,90.0
29373,182.0,182.0
29377,56.0,53.0
29379,410.0,410.0
29380,29.0,29.0
29382,184.0,184.0
29383,20.0,19.0
29384,777.0,777.0
29386,18.0,16.0
29389,45.0,45.0
29392,37.0,34.0
29395,74.0,74.0
29396,68.0,68.0
29400,46.0,46.0
29406,46.0,45.0
29410,75.0,75.0
29411,16.0,16.0
29419,182.0,182.0
29420,62.0,62.0
29422,27.0,27.0
29426,23.0,23.0
29428,472.0,472.0
29432,426.0,426.0
29433,65.0,65.0
29434,32.0,29.0
29435,19.0,18.0
29436,147.0,147.0
29437,18.0,18.0
29438,7.0,7.0
29441,120.0,120.0
29442,260.0,260.0
29443,257.0,257.0
29444,24.0,23.0
29446,40.0,40.0
29447,88.0,88.0
29453,377.0,377.0
29456,86.0,86.0
29458,592.0,592.0
29460,147.0,134.0
29462,904.0,904.0
29464,75.0,72.0
29467,556.0,556.0
29469,140.0,140.0
29472,12.0,12.0
29475,23.0,23.0
29477,31.0,31.0
29479,74.0,74.0
29480,66.0,66.0
29482,23.0,23.0
29486,74.0,74.0
29487,28.0,28.0
29488,134.0,134.0
29491,238.0,238.0
29493,43.0,43.0
29494,21.0,18.0
29496,3.0,3.0
29501,7.0,7.0
29502,140.0,139.5
29503,60.0,60.0
29504,9.0,9.0
29506,93.0,93.0
29511,7.0,7.0
29516,349.0,349.0
29522,134.0,133.5
29528,9.0,9.0
29532,287.0,287.0
29534,58.0,56.0
29535,11.0,10.0
29536,161.0,161.0
29538,56.0,54.0
29539,10.0,10.0
29544,126.0,126.0
29548,217.0,217.0
29549,32.0,32.0
29551,157.0,142.0
29553,294.0,294.0
29555,332.0,332.0
29558,10.0,10.0
29559,56.0,51.0
29561,5.0,5.0
29563,171.0,171.0
29564,21.0,20.0
29569,281.0,281.0
29571,78.0,64.0
29573,167.0,167.0
29578,486.0,486.0
29579,58.0,47.0
29581,95.0,95.0
29585,221.0,221.0
29587,508.0,508.0
29590,313.0,313.0
29591,210.0,210.0
29595,165.0,152.0
29596,189.0,189.0
29598,36.0,36.0
29600,106.0,106.0
29601,247.0,247.0
29605,70.0,70.0
29607,51.0,51.0
29608,723.0,723.0
29611,35.0,35.0
29612,19.0,19.0
29615,144.0,144.0
29619,46.0,46.0
29624,31.0,31.0
29628,30.0,26.0
29631,444.0,444.0
29634,55.0,55.0
29637,127.0,127.0
29642,167.0,139.0
29645,28.0,28.0
29650,508.0,508.0
29652,53.0,53.0
29653,165.0,165.0
29656,553.0,553.0
29661,70.0,70.0
29662,90.0,90.0
29664,779.0,779.0
29665,41.0,41.0
29668,359.0,359.0
29669,70.0,70.0
29678,19.0,19.0
29679,86.0,86.0
29680,150.0,150.0
29681,249.0,249.0
29682,14.0,13.0
29686,662.0,662.0
29687,24.0,24.0
29688,61.0,61.0
29690,43.0,43.0
29691,24.0,18.0
29694,60.0,60.0
29698,184.0,143.0
29700,504.0,504.0
29701,62.0,62.0
29702,228.0,228.0
29704,365.0,365.0
29707,990.0,990.0
29709,67.0,67.0
29717,10.0,10.0
29718,25.0,23.0
29721,7.0,7.0
29722,25.0,25.0
29724,4.0,4.0
29725,864.0,864.0
29726,34.0,34.0
29728,47.0,47.0
29730,96.0,96.0
29731,38.0,38.0
29733,12.0,12.0
29734,118.0,118.0
29737,28.0,24.0
29739,206.0,206.0
29740,886.0,886.0
29743,218.0,153.0
29744,102.0,102.0
29745,98.0,98.0
29747,182.0,182.0
29754,665.0,665.0
29756,35.0,35.0
29762,48.0,48.0
29766,122.0,122.0
29769,77.0,77.0
29775,21.0,21.0
29776,83.0,73.0
29778,3.0,3.0
29780,235.0,235.0
29781,125.0,125.0
29782,11.0,11.0
29788,33.0,31.5
29789,137.0,122.0
29798,135.0,135.0
29799,434.0,434.0
29806,88.0,88.0
29808,237.0,237.0
29809,6.0,6.0
29810,244.0,183.0
29814,183.0,183.0
29816,40.0,40.0
29818,328.0,328.0
29819,532.0,532.0
29824,154.0,154.0
29826,20.0,20.0
29827,172.0,172.0
29829,87.0,87.0
29833,66.0,66.0
29835,256.0,256.0
29837,26.0,26.0
29839,51.0,45.0
29842,303.0,303.0
29844,61.0,59.0
29845,46.0,46.0
29848,432.0,432.0
29849,13.0,13.0
29851,404.0,404.0
29852,637.0,637.0
29855,15.0,15.0
29856,26.0,26.0
29858,70.0,70.0
29860,295.0,295.0
29861,36.0,33.0
29864,171.0,154.0
29867,31.0,30.0
29869,25.0,25.0
29870,9.0,9.0
29871,23.0,23.0
29872,119.0,119.0
29874,63.0,63.0
29877,92.0,92.0
29882,297.0,297.0
29884,65.0,65.0
29887,127.0,127.0
29894,28.0,28.0
29895,147.0,147.0
29897,16.0,11.0
29898,57.0,48.0
29905,127.0,127.0
29907,52.0,52.0
29910,24.0,24.0
29911,45.0,44.0
29914,1028.0,1028.0
29917,105.0,105.0
29918,23.0,23.0
29919,366.0,366.0
29923,37.0,37.0
29927,93.0,93.0
29928,80.0,67.0
29931,120.0,102.0
29932,28.0,28.0
29933,231.0,231.0
29934,27.0,27.0
29936,52.0,52.0
29937,72.0,66.0
29949,203.0,203.0
29950,144.0,144.0
29951,320.0,320.0
29956,206.0,206.5
29957,95.0,79.0
29961,119.0,119.0
29965,48.0,48.0
29967,31.0,31.0
29968,253.0,253.0
29970,458.0,457.5
29971,150.0,150.0
29972,97.0,97.0
29973,72.0,66.0
29974,198.0,198.0
29977,700.0,700.0
29978,11.0,11.0
29980,9.0,9.0
29983,27.0,27.0
29984,141.0,141.0
29986,152.0,152.0
29990,403.0,403.0
29992,76.0,76.0
29993,8.0,8.0
29994,59.0,59.0
29996,4.0,4.0
29998,13.0,12.0
30000,30.0,30.0
30002,39.0,36.0
30007,63.0,63.0
30008,18.0,18.5
30011,44.0,40.0
30012,1088.0,1088.0
30015,54.0,50.0
30019,38.0,38.0
30020,266.0,266.0
30025,47.0,47.0
30029,181.0,136.0
30030,17.0,17.0
30031,59.0,59.0
30032,12.0,12.0
30033,306.0,306.0
30034,53.0,53.0
30040,7.0,7.0
30042,94.0,94.0
30043,96.0,96.0
30049,63.0,63.0
30051,185.0,185.0
30053,53.0,53.0
30056,428.0,428.0
30057,348.0,348.0
30058,23.0,23.0
30061,49.0,49.0
30063,156.0,125.0
30067,173.0,173.0
30070,15.0,15.0
30071,40.0,31.0
30073,522.0,522.0
30075,52.0,48.0
30076,92.0,92.0
30080,49.0,49.0
30081,21.0,16.0
30083,23.0,20.0
30089,742.0,742.0
30097,805.0,805.0
30098,973.0,973.0
30101,632.0,632.5
30102,369.0,369.0
30104,30.0,28.0
30105,233.0,233.0
30108,79.0,75.0
30111,55.0,55.0
30112,6.0,5.0
30115,97.0,97.0
30116,154.0,154.0
30119,48.0,48.0
30121,133.0,118.0
30122,29.0,29.0
30128,57.0,57.0
30129,124.0,102.0
30130,446.0,446.0
30131,354.0,354.0
30132,138.0,138.0
30134,641.0,641.0
30137,140.0,140.0
30141,81.0,81.0
30142,187.0,187.0
30146,218.0,218.0
30147,415.0,415.0
30148,7.0,6.0
30156,61.0,61.0
30158,403.0,403.0
30162,38.0,37.0
30164,122.0,122.0
30166,50.0,48.0
30170,9.0,8.0
30172,242.0,242.0
30176,99.0,74.0
30181,10.0,10.0
30183,40.0,40.0
30187,184.0,153.0
30189,68.0,65.0
30190,598.0,598.0
30192,274.0,274.0
30193,60.0,60.0
30197,492.0,492.0
30199,50.0,50.0
30209,91.0,91.0
30210,24.0,24.0
30211,10.0,10.0
30212,62.0,62.0
30213,36.0,30.5
30215,39.0,39.0
30217,74.0,74.0
30219,97.0,97.0
30221,15.0,14.0
30222,68.0,68.0
30226,22.0,22.0
30228,37.0,37.0
30229,20.0,18.0
30230,25.0,18.0
30234,247.0,247.0
30238,501.0,501.0
30242,50.0,50.0
30243,8.0,8.0
30244,130.0,130.0
30248,94.0,94.0
30249,157.0,157.0
30251,38.0,35.0
30253,478.0,478.0
30257,18.0,18.0
30259,21.0,21.0
30261,13.0,11.0
30262,20.0,20.0
30263,192.0,192.0
30264,378.0,378.0
30266,400.0,400.5
30268,141.0,141.0
30275,91.0,91.0
30278,246.0,246.0
30279,738.0,738.0
30281,25.0,24.0
30284,26.0,25.0
30287,182.0,182.0
30290,105.0,105.0
30291,73.0,73.0
30292,458.0,458.0
30293,14.0,14.0
30295,368.0,368.0
30296,93.0,93.0
30305,186.0,186.0
30306,494.0,494.0
30312,349.0,262.0
30313,73.0,44.0
30318,248.0,248.0
30319,13.0,13.0
30322,444.0,444.0
30324,15.0,15.0
30326,33.0,28.0
30333,212.0,212.0
30337,82.0,73.0
30339,176.0,176.0
30341,182.0,182.0
30343,44.0,41.0
30345,477.0,358.0
30346,41.0,41.0
30349,181.0,155.0
30353,25.0,24.0
30355,53.0,53.0
30356,36.0,32.0
30359,77.0,77.0
30361,366.0,366.0
30363,44.0,44.0
30364,91.0,91.0
30366,260.0,260.0
30367,285.0,285.0
30368,92.0,92.0
30370,522.0,522.0
30372,0.0,0.0
30374,423.0,423.0
30376,100.0,100.0
30382,183.0,183.0
30384,45.0,45.0
30386,136.0,128.0
30387,135.0,135.0
30388,27.0,24.0
30390,158.0,158.0
30397,6.0,6.0
30398,88.0,88.0
30399,38.0,38.0
30400,126.0,118.0
30401,8.0,6.0
30403,15.0,15.0
30404,79.0,79.0
30407,35.0,35.0
30413,113.0,113.0
30416,587.0,587.0
30418,48.0,48.0
30421,9.0,9.0
30427,1078.0,1078.0
30434,307.0,307.0
30435,31.0,27.0
30437,28.0,28.0
30440,209.0,209.0
30441,11.0,11.0
30442,15.0,13.0
30447,305.0,305.0
30448,71.0,71.0
30449,122.0,122.0
30450,20.0,20.0
30453,186.0,186.0
30455,62.0,60.0
30461,203.0,174.0
30465,148.0,148.0
30468,68.0,68.0
30469,10.0,10.0
30470,42.0,42.0
30476,15.0,14.0
30478,584.0,584.0
30480,171.0,171.0
30481,68.0,68.0
30482,196.0,196.5
30485,0.0,0.0
30492,42.0,42.0
30495,278.0,278.0
30496,322.0,322.0
30498,24.0,24.0
30505,12.0,12.0
30506,80.0,80.0
30508,233.0,233.0
30510,33.0,27.0
30514,421.0,421.0
30515,968.0,968.0
30516,123.0,123.0
30520,136.0,136.0
30521,368.0,368.0
30522,97.0,82.0
30524,597.0,597.0
30525,200.0,199.5
30530,31.0,28.0
30536,165.0,165.0
30537,316.0,316.0
30540,112.0,105.0
30547,48.0,37.0
30549,317.0,317.0
30551,72.0,72.0
30554,128.0,128.0
30555,32.0,32.0
30564,190.0,190.0
30567,91.0,91.0
30568,606.0,606.0
30571,68.0,68.0
30578,128.0,128.0
30579,46.0,40.0
30582,16.0,15.0
30583,325.0,325.0
30588,10.0,10.0
30589,38.0,38.0
30590,223.0,223.0
30591,4.0,4.0
30593,1.0,1.0
30594,126.0,126.0
30596,44.0,44.0
30601,32.0,32.0
30602,134.0,126.0
30606,596.0,596.0
30609,949.0,949.0
30610,72.0,72.0
30612,376.0,376.0
30614,182.0,182.0
30617,450.0,450.5
30618,96.0,96.0
30619,169.0,169.0
30621,74.0,74.0
30622,18.0,17.0
30623,18.0,13.0
30625,166.0,166.0
30631,35.0,34.0
30633,72.0,72.0
30635,378.0,378.0
30636,16.0,16.0
30644,70.0,66.0
30646,7.0,7.0
30647,16.0,16.0
30648,475.0,475.0
30651,319.0,319.0
30653,488.0,488.0
30655,17.0,17.0
30660,59.0,59.0
30662,18.0,18.0
30664,164.0,164.0
30667,15.0,15.0
30668,736.0,736.0
30670,56.0,56.0
30671,26.0,24.0
30672,186.0,149.0
30674,29.0,29.0
30675,11.0,10.0
30677,25.0,25.0
30678,479.0,479.0
30686,73.0,73.0
30687,211.0,211.0
30690,62.0,62.0
30693,94.0,56.0
30699,19.0,18.0
30703,308.0,308.0
30708,865.0,865.0
30709,77.0,77.0
30711,516.0,516.0
30712,10.0,10.0
30720,158.0,158.0
30723,179.0,179.0
30726,259.0,259.0
30728,93.0,79.0
30733,21.0,21.0
30734,27.0,27.0
30739,40.0,39.0
30742,94.0,89.0
30744,95.0,95.0
30745,58.0,58.0
30746,61.0,41.0
30748,11.0,10.0
30749,29.0,28.0
30750,74.0,69.0
30751,121.0,121.0
30752,88.0,88.0
30753,45.0,45.0
30755,18.0,18.0
30756,38.0,38.0
30757,83.0,62.0
30768,5.0,5.0
30778,220.0,220.0
30780,364.0,364.0
30781,84.0,68.0
30788,177.0,177.0
30789,96.0,90.0
30790,4.0,4.0
30793,331.0,249.0
30794,34.0,32.0
30798,50.0,50.0
30799,94.0,94.0
30803,21.0,21.0
30813,348.0,348.0
30815,60.0,52.0
30816,49.0,49.0
30817,25.0,25.0
30822,259.0,259.0
30826,12.0,12.0
30827,36.0,36.0
30828,7.0,7.0
30832,49.0,49.0
30836,89.0,89.0
30842,306.0,306.0
30843,77.0,66.0
30849,46.0,46.0
30851,15.0,14.0
30853,44.0,44.0
30855,9.0,9.0
30856,28.0,27.0
30858,290.0,289.5
30859,109.0,109.0
30860,22.0,20.0
30865,160.0,159.5
30866,12.0,12.0
30868,80.0,80.0
30869,78.0,78.0
30871,79.0,69.0
30878,51.0,51.0
30879,380.0,380.0
30883,616.0,616.0
30888,205.0,205.0
30889,17.0,17.0
30893,57.0,53.0
30894,117.0,117.0
30895,8.0,8.0
30902,14.0,14.0
30903,439.0,439.0
30904,32.0,32.0
30905,65.0,65.0
30907,63.0,57.0
30909,128.0,128.0
30910,176.0,176.0
30918,176.0,117.0
30919,410.0,410.0
30920,183.0,183.0
30923,94.0,94.0
30924,130.0,130.0
30926,4.0,4.0
30927,23.0,20.0
30932,158.0,158.0
30936,139.0,139.0
30937,31.0,31.0
30942,72.0,72.0
30945,97.0,97.0
30946,5.0,5.0
30948,168.0,168.0
30949,235.0,235.0
30950,12.0,12.0
30951,607.0,607.0
30952,25.0,25.0
30954,371.0,371.0
30955,13.0,13.0
30956,10.0,8.0
30959,46.0,46.0
30960,72.0,72.0
30961,394.0,394.0
30963,387.0,387.0
30964,17.0,14.0
30966,418.0,418.0
30967,11.0,11.0
30968,40.0,34.0
30971,244.0,244.0
30973,57.0,57.0
30974,820.0,820.0
30990,233.0,233.0
30992,40.0,40.0
30996,99.0,85.0
30997,390.0,390.0
30998,215.0,215.0
31007,246.0,246.0
31009,1018.0,1018.0
31010,14.0,14.0
31012,37.0,31.0
31014,69.0,69.0
31016,1012.0,1012.0
31017,890.0,890.0
31018,86.0,85.5
31026,149.0,149.0
31028,8.0,8.0
31029,32.0,31.5
31030,22.0,21.0
31033,167.0,167.0
31035,16.0,14.0
31037,56.0,54.0
31039,143.0,143.0
31041,886.0,886.0
31042,336.0,336.0
31043,74.0,74.0
31045,98.0,98.0
31048,69.0,61.0
31050,98.0,98.0
31051,97.0,97.0
31052,370.0,370.0
31053,1075.0,1075.0
31057,199.0,199.0
31060,13.0,13.0
31063,49.0,49.0
31068,6.0,6.0
31070,78.0,78.0
31071,30.0,29.0
31072,64.0,64.0
31073,1082.0,1082.0
31075,34.0,34.0
31076,98.0,98.0
31077,300.0,300.0
31078,142.0,142.0
31080,737.0,737.0
31084,194.0,194.0
31085,298.0,297.5
31086,44.0,44.0
31087,45.0,45.0
31090,235.0,235.0
31091,55.0,46.0
31092,7.0,5.0
31103,24.0,24.0
31109,92.0,92.0
31111,367.0,367.0
31113,50.0,50.0
31121,592.0,592.0
31122,77.0,77.0
31133,29.0,29.0
31136,74.0,74.0
31139,67.0,67.0
31140,361.0,361.0
31143,24.0,24.0
31146,124.0,124.0
31147,200.0,200.0
31153,84.0,78.0
31154,36.0,30.0
31157,158.0,158.0
31158,207.0,178.0
31159,386.0,290.0
31161,140.0,140.0
31163,108.0,108.0
31164,424.0,424.0
31165,103.0,103.0
31166,129.0,129.0
31171,257.0,257.0
31173,9.0,8.0
31176,420.0,420.0
31177,56.0,56.0
31179,363.0,363.0
31182,52.0,51.5
31184,33.0,26.0
31186,48.0,39.0
31187,85.0,85.0
31189,45.0,45.0
31191,5.0,5.0
31194,10.0,10.0
31196,289.0,289.0
31197,42.0,42.0
31199,10.0,10.0
31201,24.0,24.0
31217,294.0,294.0
31223,54.0,45.0
31227,490.0,490.0
31231,18.0,18.0
31232,20.0,20.0
31234,22.0,22.0
31235,440.0,440.0
31236,121.0,121.0
31237,133.0,133.0
31240,9.0,9.0
31242,9.0,9.0
31246,54.0,54.0
31249,143.0,143.0
31253,80.0,74.0
31256,5.0,5.0
31262,17.0,17.0
31263,712.0,712.0
31265,332.0,332.0
31270,28.0,28.0
31271,32.0,29.0
31273,3.0,3.0
31274,162.0,162.0
31276,166.0,166.0
31280,187.0,187.0
31281,162.0,162.0
31284,75.0,71.0
31285,180.0,180.0
31286,214.0,214.0
31287,0.0,0.0
31289,12.0,12.0
31293,158.0,158.0
31297,136.0,136.0
31313,31.0,31.0
31314,130.0,130.5
31318,86.0,86.0
31321,97.0,97.0
31324,125.0,125.0
31327,3.0,3.0
31328,263.0,263.0
31335,57.0,53.0
31336,35.0,32.0
31343,125.0,125.0
31345,672.0,672.0
31346,9.0,9.0
31347,54.0,45.0
31348,23.0,23.0
31350,25.0,25.0
31354,308.0,308.0
31355,7.0,7.0
31358,15.0,14.0
31360,192.0,192.0
31361,6.0,5.0
31362,312.0,312.0
31365,58.0,58.0
31366,41.0,41.0
31371,392.0,392.0
31373,602.0,602.0
31374,259.0,259.0
31375,93.0,93.0
31378,65.0,65.0
31379,27.0,27.0
31380,6.0,6.0
31383,8.0,8.0
31384,43.0,34.0
31387,36.0,36.0
31392,134.0,134.0
31394,178.0,178.0
31395,3.0,3.0
31396,424.0,424.0
31397,39.0,39.0
31401,89.0,89.0
31403,487.0,487.0
31404,350.0,350.0
31405,206.0,206.0
31407,244.0,244.0
31413,46.0,46.0
31416,26.0,26.0
31417,37.0,36.0
31418,12.0,12.0
31421,35.0,35.0
31422,87.0,87.0
31423,12.0,12.0
31424,420.0,420.0
31425,8.0,7.0
31428,25.0,18.0
31439,52.0,52.0
31440,702.0,702.5
31441,627.0,627.0
31443,38.0,37.0
31445,182.0,182.0
31446,124.0,124.0
31447,192.0,192.0
31451,130.0,130.0
31452,15.0,15.0
31453,61.0,61.0
31454,114.0,114.0
31456,9.0,9.0
31460,45.0,43.0
31461,6.0,6.0
31463,27.0,27.0
31470,141.0,141.0
31472,225.0,180.0
31474,27.0,27.0
31477,864.0,864.0
31479,12.0,12.0
31481,996.0,996.0
31486,17.0,15.0
31487,11.0,11.0
31489,102.0,93.0
31491,25.0,25.0
31493,63.0,63.0
31495,65.0,61.0
31498,10.0,10.0
31499,16.0,15.0
31500,366.0,366.0
31504,206.0,185.0
31507,26.0,24.0
31511,78.0,64.0
31513,54.0,53.0
31514,154.0,154.0
31516,21.0,20.0
31520,85.0,74.0
31522,25.0,25.0
31525,109.0,109.0
31526,117.0,88.0
31528,17.0,16.0
31530,50.0,50.0
31532,26.0,26.0
31534,75.0,75.0
31535,32.0,32.0
31536,15.0,15.0
31539,280.0,280.0
31540,31.0,31.0
31544,85.0,85.0
31545,27.0,27.0
31546,34.0,34.0
31547,9.0,9.0
31549,69.0,69.0
31551,68.0,68.0
31554,173.0,173.0
31555,146.0,146.0
31557,95.0,91.0
31562,5.0,5.0
31563,4.0,4.0
31565,10.0,10.0
31566,8.0,8.0
31567,8.0,8.0
31570,185.0,185.0
31574,31.0,29.0
31575,26.0,26.0
31576,6.0,6.0
31577,55.0,55.0
31580,27.0,27.0
31581,10.0,10.0
31582,9.0,8.0
31587,54.0,54.0
31588,61.0,61.0
31589,53.0,51.0
31590,91.0,67.0
31591,130.0,130.0
31593,121.0,121.0
31594,28.0,28.0
31595,769.0,769.0
31596,25.0,25.0
31597,82.0,82.0
31598,6.0,6.0
31601,347.0,347.0
31602,100.0,92.0
31603,202.0,173.0
31604,440.0,440.0
31606,109.0,109.0
31607,17.0,17.0
31611,455.0,455.0
31612,89.0,67.0
31616,134.0,122.0
31625,183.0,183.0
31627,6.0,5.0
31629,520.0,520.0
31630,9.0,8.0
31631,27.0,27.0
31637,60.0,60.0
31642,30.0,30.0
31644,55.0,45.0
31646,163.0,163.0
31647,158.0,158.0
31648,154.0,154.0
31650,6.0,6.0
31651,590.0,590.0
31652,171.0,171.0
31654,586.0,586.0
31656,39.0,39.0
31657,46.0,46.0
31658,848.0,848.0
31659,122.0,122.0
31662,1078.0,1078.0
31663,28.0,28.0
31672,27.0,25.0
31676,80.0,80.0
31678,38.0,37.0
31683,344.0,344.0
31687,506.0,506.0
31690,168.0,168.0
31692,45.0,45.0
31694,45.0,37.0
31695,192.0,192.5
31698,189.0,189.0
31701,546.0,546.0
31702,18.0,18.0
31704,147.0,147.0
31705,86.0,86.0
31706,176.0,176.0
31708,21.0,21.0
31713,6.0,6.0
31715,75.0,65.0
31716,577.0,577.0
31717,28.0,27.0
31724,72.0,61.0
31725,294.0,294.0
31727,63.0,63.0
31729,91.0,91.0
31733,66.0,66.0
31734,292.0,292.0
31735,74.0,74.0
31736,404.0,404.0
31737,15.0,15.0
31741,121.0,121.0
31745,740.0,740.0
31749,155.0,140.0
31752,75.0,71.0
31758,150.0,150.0
31762,26.0,24.0
31767,353.0,353.0
31773,350.0,350.0
31775,532.0,532.0
31777,117.0,117.0
31786,61.0,59.0
31788,984.0,984.0
31789,11.0,10.0
31790,107.0,67.0
31791,21.0,21.0
31792,23.0,23.0
31795,283.0,283.0
31796,800.0,800.0
31801,8.0,8.0
31805,31.0,28.0
31806,59.0,49.0
31808,64.0,64.0
31809,106.0,106.0
31810,20.0,20.0
31811,446.0,446.0
31813,155.0,155.0
31814,106.0,88.0
31815,106.0,106.0
31816,60.0,60.0
31817,16.0,14.0
31818,175.0,175.0
31823,52.0,52.0
31825,116.0,97.0
31826,40.0,40.0
31827,17.0,17.0
31829,37.0,32.0
31830,147.0,147.0
31831,29.0,25.0
31833,101.0,101.0
31834,5.0,5.0
31835,153.0,92.0
31838,36.0,36.0
31840,18.0,18.0
31841,364.0,364.0
31842,126.0,126.0
31846,58.0,58.0
31850,54.0,54.0
31851,2.0,2.0
31853,57.0,57.0
31854,5.0,5.0
31856,18.0,18.0
31857,39.0,39.0
31859,137.0,137.0
31860,62.0,60.0
31861,394.0,394.0
31862,83.0,83.0
31864,87.0,83.0
31867,37.0,37.0
31873,787.0,787.0
31878,22.0,22.0
31879,998.0,998.0
31882,40.0,38.5
31885,118.0,118.0
31887,9.0,9.0
31889,46.0,44.0
31897,721.0,721.0
31899,14.0,14.0
31902,136.0,113.0
31905,65.0,55.0
31906,22.0,21.0
31913,11.0,11.0
31918,54.0,54.0
31919,15.0,15.0
31921,15.0,13.5
31922,780.0,780.0
31923,38.0,38.0
31928,3.0,3.0
31929,192.0,192.0
